Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,Car Age,car_company,car_model,car_new_name
128,Maruti Ertiga VDI,2013,625000,90000,West,California,San Francisco,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7,Y,12,Maruti,Ertiga,VDI
129,Hyundai Santro Xing GLS,2009,135000,80000,West,Washington,Seattle,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5,Y,16,Hyundai,Santro,Xing GLS
130,Maruti Ertiga VDI,2015,700000,110000,East,District of Columbia,Washington,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7,Y,10,Maruti,Ertiga,VDI
131,Honda Amaze S i-VTEC,2019,690000,1303,East,District of Columbia,Washington,Petrol,Dealer,Manual,First Owner,17.8,1198.0,86.7,109Nm@ 4500rpm,5,Y,6,Honda,Amaze,S i-VTEC
132,Audi Q5 35TDI Premium Plus,2018,3975000,31800,West,Washington,Seattle,Diesel,Dealer,Automatic,First Owner,17.01,1968.0,188.0,400nm@ 1750-3000rpm,5,Y,7,Audi,Q5,35TDI Premium Plus
133,Lexus ES 300h,2019,5150000,20000,West,Washington,Seattle,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5,Y,6,Lexus,ES,300h
134,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,East,New York,New York City,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,430Nm@ 1750-2500rpm,5,Y,8,Jaguar,XF,2.0 Diesel Portfolio
135,Jeep Wrangler 2016-2019 3.6 4X4,2017,4100000,17000,West,California,Los Angeles,Petrol,Individual,Automatic,First Owner,9.5,3604.0,280.0,347Nm@ 4300rpm,5,Y,8,Jeep,Wrangler,2016-2019 3.6 4X4
136,Land Rover Discovery Sport TD4 SE,2019,4500000,21000,West,California,Los Angeles,Diesel,Dealer,Automatic,First Owner,12.83,1999.0,148.31,382nm@ 1750-2250rpm,7,Y,6,Land,Rover,Discovery Sport TD4 SE
137,Mercedes-Benz S-Class S 350 CDI,2017,6000000,37000,West,California,Los Angeles,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,254.79,620Nm@ 1600-2400rpm,5,Y,8,Mercedes-Benz,S-Class,S 350 CDI
138,BMW 5 Series 520d Sport Line,2018,3790000,29500,West,California,Los Angeles,Diesel,Dealer,Automatic,First Owner,22.48,1995.0,187.74,400Nm@ 1750-2500rpm,5,Y,7,BMW,5,Series 520d Sport Line
140,BMW X4 M Sport X xDrive20d,2019,5800000,7500,East,New York,New York City,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,Y,6,BMW,X4,M Sport X xDrive20d
141,Skoda Superb LK 1.8 TSI AT,2018,1864999,50000,West,California,San Diego,Petrol,Dealer,Automatic,First Owner,14.67,1798.0,177.46,250@ 1250-5000rpm,5,Y,7,Skoda,Superb,LK 1.8 TSI AT
142,Mercedes-Benz E-Class E250 Edition E,2016,2700000,35000,West,California,San Diego,Diesel,Dealer,Automatic,First Owner,15.0,2143.0,204.0,500Nm@ 1600-1800rpm,5,Y,9,Mercedes-Benz,E-Class,E250 Edition E
143,MG Hector Sharp AT BSIV,2019,1750000,19000,West,California,San Diego,Petrol,Dealer,Automatic,First Owner,13.96,1451.0,141.0,250Nm@ 1600-3600rpm,5,Y,6,MG,Hector,Sharp AT BSIV
144,Honda City i-VTEC CVT VX,2017,795000,41000,West,Washington,Seattle,Petrol,Dealer,Automatic,First Owner,18.0,1497.0,117.6,145Nm@ 4600rpm,5,Y,8,Honda,City,i-VTEC CVT VX
145,Toyota Corolla Altis 1.8 G CVT,2013,625000,39000,East,District of Columbia,Washington,Petrol,Dealer,Automatic,First Owner,14.28,1798.0,138.03,173Nm@ 4000rpm,5,Y,12,Toyota,Corolla,Altis 1.8 G CVT
146,Volvo XC40 D4 R-Design,2018,3400000,22000,East,District of Columbia,Washington,Diesel,Dealer,Automatic,First Owner,18.0,1969.0,190.0,400Nm,5,Y,7,Volvo,XC40,D4 R-Design
147,Audi Q7 35 TDI Quattro Premium,2015,2650000,53000,West,California,Los Angeles,Diesel,Dealer,Automatic,First Owner,12.07,2967.0,241.4,550Nm@ 1750-2750rpm,7,Y,10,Audi,Q7,35 TDI Quattro Premium
148,Maruti Ciaz ZDi,2015,535000,40000,West,California,Los Angeles,Diesel,Dealer,Manual,First Owner,26.21,1248.0,88.5,200Nm@ 1750rpm,5,Y,10,Maruti,Ciaz,ZDi
149,Mercedes-Benz S-Class S 350 CDI,2017,5850000,47000,West,California,Los Angeles,Diesel,Dealer,Automatic,First Owner,13.5,2987.0,282.0,490Nm@ 1600rpm,5,Y,8,Mercedes-Benz,S-Class,S 350 CDI
150,BMW 5 Series 523i,2010,975000,72200,East,District of Columbia,Washington,Petrol,Dealer,Automatic,Second Owner,10.8,2497.0,150.0,250 Nm at 2750 rpm,5,Y,15,BMW,5,Series 523i
151,Hyundai Elantra S,2016,805000,49900,East,District of Columbia,Washington,Petrol,Dealer,Manual,First Owner,16.3,1797.0,147.5,177.5Nm@ 4700rpm,5,Y,9,Hyundai,Elantra,S
152,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,East,New York,New York City,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5,Y,8,Jaguar,XE,2016-2019 2.0L Diesel Prestige
153,Tata Nexon 1.2 Revotron XZ Plus Dual Tone,2018,811000,11000,East,New York,New York City,Petrol,Dealer,Manual,First Owner,17.0,1198.0,108.5,170Nm@ 1750-4000rpm,5,Y,7,Tata,Nexon,1.2 Revotron XZ Plus Dual Tone
154,Volkswagen Vento Petrol Highline,2011,375000,49000,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,153Nm@ 3800rpm,5,Y,14,Volkswagen,Vento,Petrol Highline
155,Hyundai Elantra SX,2012,550000,95000,East,New York,New York City,Petrol,Individual,Manual,First Owner,16.3,1797.0,147.5,177.5Nm@ 4700rpm,5,Y,13,Hyundai,Elantra,SX
156,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,East,Massachusetts,Boston,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,153Nm@ 3800rpm,5,Y,9,Skoda,Rapid,1.6 MPI AT Elegance
157,Mercedes-Benz CLA 200 CGI Sport,2018,2550000,18000,Central,Illinois,Chicago,Petrol,Dealer,Automatic,First Owner,15.04,1991.0,183.0,300Nm@ 1200-4000rpm,5,Y,7,Mercedes-Benz,CLA,200 CGI Sport
158,Maruti Ertiga ZXI,2014,599000,46100,Central,Texas,Houston,Petrol,Dealer,Manual,First Owner,16.02,1373.0,93.7,130Nm@ 4000rpm,7,Y,11,Maruti,Ertiga,ZXI
159,Mercedes-Benz New C-Class C 200 AVANTGARDE,2017,2700000,16000,East,Massachusetts,Boston,Petrol,Dealer,Automatic,First Owner,14.74,1991.0,181.04,300Nm@ 1200-1400rpm,5,Y,8,Mercedes-Benz,New,C-Class C 200 AVANTGARDE
160,Honda City V AT,2017,875000,18000,East,Massachusetts,Boston,Petrol,Dealer,Automatic,First Owner,15.6,1497.0,116.3,146Nm@ 4800rpm,5,Y,8,Honda,City,V AT
161,Toyota Glanza V CVT,2019,894999,9654,East,Massachusetts,Boston,Petrol,Dealer,Automatic,First Owner,19.56,1197.0,81.8,113Nm@ 4200rpm,5,Y,6,Toyota,Glanza,V CVT
162,Maruti Alto K10 VXI,2011,175000,11000,South,North Carolina,Charlotte,Petrol,Dealer,Manual,First Owner,23.95,998.0,67.05,90Nm@ 3500rpm,5,Y,14,Maruti,Alto,K10 VXI
163,Maruti Swift VXI,2012,340000,24300,West,Washington,Seattle,Petrol,Dealer,Manual,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,Y,13,Maruti,Swift,VXI
164,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,1525000,42163,West,Washington,Seattle,Diesel,Dealer,Automatic,Second Owner,11.36,2755.0,171.5,360Nm@ 1200-3400rpm,7,Y,9,Toyota,Innova,Crysta 2.8 ZX AT BSIV
165,Tata Nexon 1.5 Revotorq XZA Plus DualTone,2018,1025000,8000,East,New York,New York City,Diesel,Dealer,Automatic,First Owner,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5,Y,7,Tata,Nexon,1.5 Revotorq XZA Plus DualTone
166,BMW 3 Series 320d Luxury Line,2016,2150000,30000,South,Florida,Miami,Diesel,Dealer,Automatic,First Owner,22.69,1995.0,190.0,400Nm@ 1750-2500rpm,5,Y,9,BMW,3,Series 320d Luxury Line
167,Toyota Camry 2.5 Hybrid,2016,1900000,41000,East,New York,New York City,Petrol,Dealer,Automatic,First Owner,19.16,2494.0,157.7,213Nm@ 4500rpm,5,Y,9,Toyota,Camry,2.5 Hybrid
168,BMW 5 Series 520d Luxury Line,2016,2900000,12000,East,District of Columbia,Washington,Diesel,Dealer,Automatic,First Owner,18.12,1995.0,190.0,400Nm@ 1750-2500rpm,5,Y,9,BMW,5,Series 520d Luxury Line
169,Toyota Camry W4 (AT),2009,450000,71000,East,New York,New York City,Petrol,Dealer,Automatic,First Owner,12.1,2362.0,164.7,224Nm@ 4000rpm,5,Y,16,Toyota,Camry,W4 (AT)
170,Maruti Ertiga BSIV ZXI Plus,2016,850000,20000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,17.5,1373.0,91.1,130Nm@ 4000rpm,7,Y,9,Maruti,Ertiga,BSIV ZXI Plus
171,Volvo XC90 T8 Excellence BSIV,2017,10000000,30000,East,New York,New York City,Petrol,Individual,Automatic,First Owner,42.0,1969.0,400.0,640Nm@ 1740rpm,4,Y,8,Volvo,XC90,T8 Excellence BSIV
172,Volkswagen Vento Diesel Highline,2011,300000,100000,South,North Carolina,Charlotte,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,250Nm@ 1500-2500rpm,5,Y,14,Volkswagen,Vento,Diesel Highline
173,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,575000,9500,Central,Texas,Houston,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112Nm@ 4000rpm,5,Y,7,Ford,Figo,Aspire 1.2 Ti-VCT Trend
174,Ford Figo Diesel LXI,2011,160000,120000,Central,Texas,Houston,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5,Y,14,Ford,Figo,Diesel LXI
175,Maruti Swift VXI Optional,2015,515000,36600,Central,Texas,Houston,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5,Y,10,Maruti,Swift,VXI Optional
176,Maruti Wagon R AMT VXI,2015,390000,50000,East,District of Columbia,Washington,Petrol,Individual,Automatic,Second Owner,20.51,998.0,67.0,90Nm@ 3500rpm,5,Y,10,Maruti,Wagon,R AMT VXI
177,Hyundai i20 Magna 1.2,2016,550000,14000,West,Washington,Seattle,Petrol,Individual,Manual,Second Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,Y,9,Hyundai,i20,Magna 1.2
178,Maruti 800 Std,1999,40000,40000,East,District of Columbia,Washington,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4,Y,26,Maruti,800,Std
179,Maruti Ritz VDi,2010,220000,120000,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5,Y,15,Maruti,Ritz,VDi
180,Hyundai Grand i10 Magna,2015,425000,70000,East,New York,New York City,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5,Y,10,Hyundai,Grand,i10 Magna
181,Volkswagen Ameo 1.0 MPI Trendline,2019,480000,13000,East,New York,New York City,Petrol,Individual,Manual,First Owner,19.44,999.0,75.0,95Nm@ 3000-4300rpm,5,Y,6,Volkswagen,Ameo,1.0 MPI Trendline
182,Hyundai Grand i10 Sportz,2014,400000,60000,Central,Texas,Dallas,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5,Y,11,Hyundai,Grand,i10 Sportz
183,Maruti Swift Dzire VXI,2014,487000,35000,South,Florida,Miami,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114Nm@ 4000rpm,5,Y,11,Maruti,Swift,Dzire VXI
184,Hyundai Xcent 1.2 Kappa S,2016,386000,44000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second Owner,19.1,1197.0,82.0,114Nm@ 4000rpm,5,Y,9,Hyundai,Xcent,1.2 Kappa S
185,Honda City 1.5 EXI,2005,100000,120000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second Owner,13.0,1493.0,100.0,13.1kgm@ 4600rpm,5,Y,20,Honda,City,1.5 EXI
186,Toyota Corolla Altis Diesel D4DG,2010,300000,60000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,21.43,1364.0,87.2,205Nm@ 1800-2800rpm,5,Y,15,Toyota,Corolla,Altis Diesel D4DG
187,Daewoo Matiz SD,2000,100000,60000,East,Massachusetts,Boston,Petrol,Individual,Manual,First Owner,18.5,796.0,53.0,71Nm@ 3500rpm,5,Y,25,Daewoo,Matiz,SD
188,Toyota Fortuner 4x2 Manual,2014,1750000,30000,East,Massachusetts,Boston,Diesel,Individual,Manual,Second Owner,13.0,2982.0,168.5,343Nm@ 1400-3400rpm,7,Y,11,Toyota,Fortuner,4x2 Manual
189,Mahindra KUV 100 mFALCON G80 K8,2016,450000,15000,West,California,Los Angeles,Petrol,Individual,Manual,Second Owner,18.15,1198.0,82.0,115Nm@ 3500-3600rpm,6,Y,9,Mahindra,KUV,100 mFALCON G80 K8
190,Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,190Nm@ 1750-3000rpm,5,Y,8,Tata,Zest,Quadrajet 1.3 75PS XM
191,Honda City 1.5 S MT,2009,345000,47000,West,California,Los Angeles,Petrol,Individual,Manual,Second Owner,17.0,1497.0,118.0,146Nm at 4800 rpm,5,Y,16,Honda,City,1.5 S MT
192,Maruti Zen LXI,2005,85000,90000,South,Georgia,Atlanta,Petrol,Individual,Manual,First Owner,17.3,993.0,60.0,78Nm@ 4500rpm,5,Y,20,Maruti,Zen,LXI
193,Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,West,Washington,Seattle,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,Y,15,Maruti,Wagon,R VXI BS IV with ABS
194,Hyundai Verna Transform SX VTVT,2010,320000,100000,Central,Illinois,Chicago,Petrol,Individual,Manual,Third Owner,16.2,1599.0,103.2,14.9 KGM at 3000 RPM,5,Y,15,Hyundai,Verna,Transform SX VTVT
195,Maruti Swift Dzire VXI,2016,459999,60000,South,Georgia,Atlanta,Petrol,Individual,Manual,Second Owner,20.85,1197.0,83.14,115Nm@ 4000rpm,5,Y,9,Maruti,Swift,Dzire VXI
196,Hyundai Getz GLS,2005,65000,86000,South,Georgia,Atlanta,Petrol,Individual,Manual,First Owner,15.3,1341.0,83.0,115Nm@ 3200rpm,5,Y,20,Hyundai,Getz,GLS
197,Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,South,Georgia,Atlanta,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.86,117nm@ 4000rpm,5,Y,5,Hyundai,Elite,i20 Sportz Plus BSIV
198,Maruti Ciaz 1.3 Alpha,2017,800000,37000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,200Nm@ 1750rpm,5,Y,8,Maruti,Ciaz,1.3 Alpha
199,Tata Tigor 1.2 Revotron XZ,2019,520000,14000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,114Nm@ 3500rpm,5,Y,6,Tata,Tigor,1.2 Revotron XZ
200,Maruti Ertiga VDI,2015,580000,70000,West,California,San Francisco,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7,Y,10,Maruti,Ertiga,VDI
202,Honda City i VTEC S,2015,600000,50000,West,California,Los Angeles,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,145Nm@ 4600rpm,5,Y,10,Honda,City,i VTEC S
203,Honda Brio S MT,2014,290000,60000,West,California,Los Angeles,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,109Nm@ 4500rpm,5,Y,11,Honda,Brio,S MT
204,Maruti Wagon R LXI CNG,2016,360000,50000,Central,Illinois,Chicago,CNG,Individual,Manual,First Owner,26.6,998.0,58.16,77Nm@ 3500rpm,5,Y,9,Maruti,Wagon,R LXI CNG
205,Maruti Swift Dzire VXI,2017,550000,50000,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,20.85,1197.0,83.14,115Nm@ 4000rpm,5,Y,8,Maruti,Swift,Dzire VXI
206,Hyundai i20 Sportz 1.2,2013,375000,70000,East,Massachusetts,Boston,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,113.7Nm@ 4000rpm,5,Y,12,Hyundai,i20,Sportz 1.2
208,Maruti Wagon R AMT VXI,2018,420000,35000,Central,Texas,Houston,Petrol,Individual,Automatic,First Owner,20.51,998.0,67.0,90Nm@ 3500rpm,5,Y,7,Maruti,Wagon,R AMT VXI
209,Maruti Swift Dzire VXI 1.2,2017,550000,20000,Central,Texas,Houston,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,Y,8,Maruti,Swift,Dzire VXI 1.2
210,Maruti Alto 800 LXI,2018,270000,20000,East,Massachusetts,Boston,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5,Y,7,Maruti,Alto,800 LXI
211,Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Central,Illinois,Chicago,Petrol,Individual,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,Y,7,Maruti,Swift,Dzire AMT VXI BS IV
212,Maruti Swift VXI Optional,2017,500000,20000,Central,Illinois,Chicago,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5,Y,8,Maruti,Swift,VXI Optional
213,Tata Hexa XE,2019,1250000,15000,Central,Texas,Dallas,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,320Nm@ 1500-3000rpm,7,Y,6,Tata,Hexa,XE
214,Hyundai i20 Magna,2013,320000,31377,South,Georgia,Atlanta,Petrol,Individual,Manual,Second Owner,18.5,1197.0,82.85,113.7Nm@ 4000rpm,5,Y,12,Hyundai,i20,Magna
215,Maruti Swift Dzire VDI,2018,700000,50000,Central,Illinois,Chicago,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5,Y,7,Maruti,Swift,Dzire VDI
216,Maruti Wagon R VXI BS IV,2015,290000,60000,West,Washington,Seattle,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,Y,10,Maruti,Wagon,R VXI BS IV
217,Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Central,Michigan,Detroit,Petrol,Individual,Automatic,First Owner,14.53,1794.0,138.1,173Nm@ 4000rpm,5,Y,13,Toyota,Corolla,Altis 1.8 VL AT
218,Honda Brio S MT,2012,265000,60000,East,Massachusetts,Boston,Petrol,Individual,Manual,First Owner,19.4,1198.0,86.8,109Nm@ 4500rpm,5,Y,13,Honda,Brio,S MT
219,Maruti Baleno Alpha Automatic,2018,830000,5000,East,Massachusetts,Boston,Petrol,Individual,Automatic,First Owner,21.4,1197.0,83.1,115Nm@ 4000rpm,5,Y,7,Maruti,Baleno,Alpha Automatic
220,Tata Safari Storme EX,2017,800000,60000,South,Georgia,Atlanta,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7,Y,8,Tata,Safari,Storme EX
221,Maruti Alto LXi,2011,160000,25000,East,New York,New York City,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,Y,14,Maruti,Alto,LXi
222,Renault KWID RXT,2018,335000,30000,South,Georgia,Atlanta,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,Y,7,Renault,KWID,RXT
223,Datsun GO T BSIV,2017,329000,80000,South,Georgia,Atlanta,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,104Nm@ 4000rpm,5,Y,8,Datsun,GO,T BSIV
224,Maruti Vitara Brezza VDi Option,2017,775000,75000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5,Y,8,Maruti,Vitara,Brezza VDi Option
225,Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,South,Georgia,Atlanta,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,113.75nm@ 4000rpm,5,Y,5,Hyundai,Xcent,1.2 VTVT SX
226,Maruti Alto 800 LXI,2015,245000,40000,East,Massachusetts,Boston,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5,Y,10,Maruti,Alto,800 LXI
227,Hyundai i20 1.2 Sportz,2012,275000,93000,West,Washington,Seattle,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,"11.4 kgm at 4,000 rpm",5,Y,13,Hyundai,i20,1.2 Sportz
228,Tata Zest Revotron 1.2 XT,2018,520000,60000,West,Washington,Seattle,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,140Nm@ 1500-4000rpm,5,Y,7,Tata,Zest,Revotron 1.2 XT
230,Nissan Sunny XL,2014,550000,37000,Central,Michigan,Detroit,Petrol,Individual,Manual,First Owner,16.95,1498.0,97.7,134Nm@ 4000rpm,5,Y,11,Nissan,Sunny,XL
231,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Central,Michigan,Detroit,Petrol,Individual,Manual,First Owner,17.0,1497.0,121.36,150Nm@ 4500rpm,5,Y,7,Ford,EcoSport,1.5 Petrol Titanium Plus BSIV
232,Nissan Micra Active XV S,2015,300000,80000,Central,Michigan,Detroit,Petrol,Individual,Manual,First Owner,19.49,1198.0,67.04,104Nm@ 4000rpm,5,Y,10,Nissan,Micra,Active XV S
233,Maruti Wagon R LXI Optional,2016,350000,140000,East,Massachusetts,Boston,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,Y,9,Maruti,Wagon,R LXI Optional
234,Mahindra Ssangyong Rexton RX5,2013,900000,70000,East,Massachusetts,Boston,Diesel,Individual,Manual,First Owner,12.83,2696.0,162.0,340Nm@ 1800-3250rpm,7,Y,12,Mahindra,Ssangyong,Rexton RX5
235,Mahindra Quanto C8,2013,300000,120000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,17.21,1493.0,100.0,240Nm@ 1600-2800rpm,7,Y,12,Mahindra,Quanto,C8
236,Maruti Ritz LDi,2010,250000,110000,Central,Illinois,Chicago,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,190Nm@ 2000rpm,5,Y,15,Maruti,Ritz,LDi
237,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Central,Michigan,Detroit,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5,Y,8,Hyundai,Creta,1.6 CRDi SX Plus Dual Tone
238,Renault KWID RXT,2016,270000,44000,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,Y,9,Renault,KWID,RXT
239,Maruti Ertiga VDI,2015,640000,80000,East,District of Columbia,Washington,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.76,200Nm@ 1750rpm,7,Y,10,Maruti,Ertiga,VDI
240,Mahindra XUV500 W4,2015,650000,125000,Central,Illinois,Chicago,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7,Y,10,Mahindra,XUV500,W4
241,Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,15.37,1196.0,73.0,101Nm@ 3000rpm,5,Y,8,Maruti,Eeco,5 Seater AC BSIV
242,Hyundai Santro Xing GLS,2011,165000,75000,East,District of Columbia,Washington,Petrol,Individual,Manual,First Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5,Y,14,Hyundai,Santro,Xing GLS
243,Hyundai Accent GLE,2007,80000,120000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,Second Owner,13.2,1495.0,94.0,"12.5@ 3,500(kgm@ rpm)",5,Y,18,Hyundai,Accent,GLE
244,Mahindra XUV500 W8 2WD,2012,535000,120000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7,Y,13,Mahindra,XUV500,W8 2WD
245,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,12.99,2494.0,100.57,200Nm@ 1400-3400rpm,7,Y,12,Toyota,Innova,2.5 EV (Diesel) PS 7 Seater BS IV
246,Maruti Swift Dzire VDI,2013,550000,70000,East,New York,New York City,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,Y,12,Maruti,Swift,Dzire VDI
247,Honda Amaze S CVT Petrol BSIV,2019,680000,15000,West,California,Los Angeles,Petrol,Individual,Automatic,First Owner,19.0,1199.0,88.76,110Nm@ 4800rpm,5,Y,6,Honda,Amaze,S CVT Petrol BSIV
248,Hyundai i10 Sportz 1.2,2009,200000,53000,West,California,Los Angeles,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,111.8Nm@ 4000rpm,5,Y,16,Hyundai,i10,Sportz 1.2
249,Maruti Swift Dzire VDI,2014,500000,120000,Central,Texas,Dallas,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,Y,11,Maruti,Swift,Dzire VDI
250,Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Central,Texas,Dallas,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7,Y,9,Maruti,Ertiga,SHVS ZDI Plus
251,Hyundai Getz 1.3 GVS,2008,110000,120000,West,California,San Diego,Petrol,Individual,Manual,Second Owner,14.2,1341.0,82.9,"11.8@ 3,200(kgm@ rpm)",5,Y,17,Hyundai,Getz,1.3 GVS
252,Hyundai i20 1.2 Magna,2012,320000,100000,West,California,San Diego,Petrol,Individual,Manual,Second Owner,18.5,1197.0,80.0,"11.4 kgm at 4,000 rpm",5,Y,13,Hyundai,i20,1.2 Magna
254,Maruti Swift LXI Optional-O,2015,350000,100000,East,New York,New York City,Petrol,Individual,Manual,First Owner,20.4,1197.0,83.11,113Nm@ 4200rpm,5,Y,10,Maruti,Swift,LXI Optional-O
255,Tata Indica Vista TDI LS,2013,170000,162500,West,California,Los Angeles,Diesel,Individual,Manual,First Owner,19.4,1405.0,70.0,135.4Nm@ 2500rpm,5,Y,12,Tata,Indica,Vista TDI LS
256,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,East,Massachusetts,Boston,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,Y,8,Hyundai,i20,2015-2017 Asta 1.4 CRDi
