,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
1019,BMW,3-Series 320d Sport Line [2014-2016],2000000,2014,82000,Diesel,Automatic,Mohali,White,First,Individual,1995,184,380 Nm @ 1750 rpm,RWD,4624,2031,1429,5,50
60,BMW,3-Series 320i Luxury Line,2800000,2017,15900,Petrol,Automatic,Delhi,White,First,Individual,1998,181,270 Nm @ 1350 rpm,RWD,4633,1811,1429,5,57
435,BMW,3-Series 330i M Sport Edition,5100000,2022,6000,Petrol,Automatic,Raipur,White,First,Individual,1998,248,350 Nm @ 1450 rpm,RWD,4633,1811,1429,5,57
573,BMW,3-Series 330i M Sport Edition,3650000,2019,6000,Petrol,Automatic,Delhi,White,First,Individual,1998,248,350 Nm @ 1450 rpm,RWD,4633,1811,1429,5,57
1137,BMW,3-Series 330i M Sport Edition,4749000,2020,14000,Petrol,Automatic,Mumbai,White,First,Individual,1998,248,350 Nm @ 1450 rpm,RWD,4633,1811,1429,5,57
1557,BMW,3-Series 330i M Sport Edition,5500000,2020,19000,Petrol,Automatic,Chennai,Black,First,Individual,1998,248,350 Nm @ 1450 rpm,RWD,4633,1811,1429,5,57
544,BMW,5-Series 520d Luxury Line,1750000,2014,69000,Diesel,Automatic,Jalandhar,White,Second,Individual,1995,190,400 Nm @ 1750 rpm,RWD,4899,2094,1464,5,65
630,BMW,5-Series 520d Luxury Line,2550000,2015,70000,Diesel,Automatic,Coimbatore,Blue,Second,Individual,1995,190,400 Nm @ 1750 rpm,RWD,4899,2094,1464,5,65
302,BMW,5-Series 520d Luxury Line [2017-2019],3400000,2016,38000,Diesel,Automatic,Coimbatore,White,Second,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
548,BMW,5-Series 520d Luxury Line [2017-2019],2149000,2015,69000,Diesel,Automatic,Delhi,Silver,First,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
856,BMW,5-Series 520d Luxury Line [2017-2019],5800000,2020,30000,Diesel,Automatic,Mumbai,Black,First,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
940,BMW,5-Series 520d Luxury Line [2017-2019],2750000,2017,51800,Diesel,Automatic,Navi Mumbai,Black,Second,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
944,BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,23000,Diesel,Automatic,Pune,Grey,First,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
1196,BMW,5-Series 520d Luxury Line [2017-2019],6390000,2022,6000,Diesel,Automatic,Mumbai,Grey,First,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
1683,BMW,5-Series 520d Luxury Line [2017-2019],4800000,2019,30000,Diesel,Automatic,Delhi,Black,First,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
1689,BMW,5-Series 520d Luxury Line [2017-2019],4800000,2019,31000,Diesel,Automatic,Delhi,Black,First,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
1718,BMW,5-Series 520d Luxury Line [2017-2019],4500000,2018,49500,Diesel,Automatic,Hyderabad,Black,First,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
2057,BMW,5-Series 520d Luxury Line [2017-2019],4290000,2018,60474,Diesel,Automatic,Coimbatore,White,First,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,65
355,BMW,5-Series 520d M Sport,3300000,2017,41296,Diesel,Automatic,Mumbai,Blue,First,Individual,1995,190,400 Nm @ 1750 rpm,RWD,4899,2094,1464,5,65
1114,BMW,5-Series 520d M Sport,2600000,2016,39000,Diesel,Automatic,Delhi,White,First,Individual,1995,190,400 Nm @ 1750 rpm,RWD,4899,2094,1464,5,65
1080,BMW,5-Series 520d Modern Line,2299000,2014,58000,Diesel,Automatic,Mumbai,White,First,Individual,1995,184,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,50
1219,BMW,5-Series 520d Modern Line,2250000,2014,88000,Diesel,Automatic,Bangalore,Black,Third,Individual,1995,184,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,50
134,BMW,5-Series 520d Sedan,1490000,2013,195000,Diesel,Automatic,Hyderabad,White,First,Individual,1995,184,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,50
180,BMW,5-Series 520d Sedan,1250000,2012,78000,Diesel,Automatic,Mohali,Black,First,Individual,1995,184,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,50
334,BMW,5-Series 520d Sedan,1400000,2013,121000,Diesel,Automatic,Kanpur,Blue,First,Individual,1995,184,380 Nm @ 1750 rpm,RWD,4899,2094,1464,5,50
900,BMW,5-Series 520d Sedan,750000,2010,112000,Diesel,Automatic,Pune,Blue,Second,Individual,1995,177,350@1750,RWD,4841,1846,1468,5,70
871,BMW,5-Series 520d Sport Line,2990000,2017,44000,Diesel,Automatic,Mumbai,White,Second,Individual,1995,188,400 Nm @ 1750 rpm,RWD,4936,1868,1479,5,57
1177,BMW,5-Series 525d Luxury Plus,1600000,2013,70000,Diesel,Automatic,Mumbai,White,Second,Individual,1995,217,450 Nm @ 1500 rpm,RWD,4899,2094,1464,5,50
1294,BMW,5-Series 525d Luxury Plus,2280000,2014,68000,Diesel,Automatic,Pune,Blue,First,Individual,1995,217,450 Nm @ 1500 rpm,RWD,4899,2094,1464,5,50
276,BMW,5-Series 525d Sedan,1195000,2010,74000,Diesel,Automatic,Mumbai,Silver,Second,Individual,2497,177,400@2000,,4841,1846,1468,5,70
868,BMW,5-Series 525d Sedan,975000,2011,61000,Diesel,Automatic,Mohali,Silver,Third,Individual,1995,217,450 Nm @ 1500 rpm,RWD,4899,2094,1464,5,50
1449,BMW,5-Series 525d Sedan,1295000,2011,56000,Diesel,Automatic,Mumbai,Grey,First,Individual,1995,217,450 Nm @ 1500 rpm,RWD,4899,2094,1464,5,50
1839,BMW,5-Series 530d M Sport,7700000,2021,18703,Diesel,Automatic,Chennai,White,First,Individual,2993,261,620 Nm @ 2000 rpm,RWD,4963,1868,1467,5,66
197,BMW,5-Series 530d M Sport [2013-2017],5600000,2018,40937,Diesel,Automatic,Chennai,White,First,Individual,2993,258,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65
1398,BMW,5-Series 530d M Sport [2013-2017],4900000,2018,38000,Diesel,Automatic,Ahmedabad,Blue,First,Individual,2993,258,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65
1428,BMW,5-Series 530d M Sport [2013-2017],6000000,2018,27600,Diesel,Automatic,Hyderabad,Blue,First,Individual,2993,258,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65
1611,BMW,5-Series 530d M Sport [2013-2017],5250000,2018,21000,Diesel,Automatic,Chennai,Blue,First,Individual,2993,258,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65
1678,BMW,5-Series 530d M Sport [2013-2017],1600000,2013,80000,Diesel,Automatic,Delhi,Blue,Second,Individual,2993,258,560 Nm @ 1500 rpm,RWD,4899,2094,1464,5,65
1878,BMW,5-Series 530d M Sport [2017-2019],5400000,2017,33000,Diesel,Automatic,Bangalore,White,Second,Individual,2993,261,620 Nm @ 2000 rpm,RWD,4936,1868,1479,4,78
337,BMW,5-Series 530i Sport Line,4250000,2018,32000,Petrol,Automatic,Mumbai,Blue,First,Individual,1998,248,350 Nm @ 1450 rpm,RWD,4936,1868,1479,5,57
875,BMW,6-Series GT 630d Luxury Line [2018-2019],5100000,2019,79000,Diesel,Automatic,Pune,Blue,First,Individual,2993,265,620 Nm @ 2000 rpm,RWD,5091,1902,1538,5,68
1146,BMW,7-Series 730Ld,3200000,2014,133273,Diesel,Automatic,Pune,Blue,First,Individual,2993,258,560 Nm @ 1500 rpm,RWD,5219,1902,1481,4,50
813,BMW,7-Series 730Ld DPE,5950000,2017,28000,Diesel,Automatic,Delhi,White,First,Individual,2993,262,620 Nm @ 2000 rpm,RWD,5219,1902,1481,4,78
525,BMW,7-Series 730Ld M Sport,6900000,2017,42200,Diesel,Automatic,Mumbai,Black,First,Individual,2993,262,620 Nm @ 2000 rpm,RWD,5219,1902,1481,4,78
1747,BMW,X1 sDrive20d,3250000,2020,32005,Diesel,Automatic,Bangalore,Blue,Second,Individual,1995,184,380 Nm @ 1750 rpm,RWD,4454,1798,1545,5,61
262,BMW,X1 sDrive20d Expedition,2790000,2018,25000,Diesel,Automatic,Chennai,White,First,Individual,1995,188,400 Nm @ 1750 rpm,FWD,4439,1821,1612,5,51
635,BMW,X1 sDrive20d Expedition,2600000,2017,41000,Diesel,Automatic,Hyderabad,Blue,First,Individual,1995,188,400 Nm @ 1750 rpm,FWD,4439,1821,1612,5,51
1464,BMW,X1 sDrive20d Expedition,2385000,2017,22120,Diesel,Automatic,Delhi,White,First,Individual,1995,188,400 Nm @ 1750 rpm,FWD,4439,1821,1612,5,51
83,BMW,X1 sDrive20d xLine,2990000,2018,34000,Diesel,Automatic,Delhi,White,First,Corporate,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
105,BMW,X1 sDrive20d xLine,3900000,2021,8000,Diesel,Automatic,Delhi,Black,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
475,BMW,X1 sDrive20d xLine,2650000,2018,50000,Diesel,Automatic,Delhi,Blue,Second,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
476,BMW,X1 sDrive20d xLine,3785000,2019,29221,Diesel,Automatic,Bangalore,Blue,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
545,BMW,X1 sDrive20d xLine,2900000,2019,25000,Diesel,Automatic,Delhi,White,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
546,BMW,X1 sDrive20d xLine,4500000,2022,17000,Diesel,Automatic,Mumbai,White,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
753,BMW,X1 sDrive20d xLine,3675000,2020,37180,Diesel,Automatic,Bangalore,White,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
759,BMW,X1 sDrive20d xLine,3775000,2019,32963,Diesel,Automatic,Bangalore,Black,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
1133,BMW,X1 sDrive20d xLine,2199000,2016,77000,Diesel,Automatic,Surat,Black,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
1285,BMW,X1 sDrive20d xLine,2650000,2018,53000,Diesel,Automatic,Delhi,Blue,Second,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
1387,BMW,X1 sDrive20d xLine,4475000,2021,7100,Diesel,Automatic,Chennai,Orange,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
1455,BMW,X1 sDrive20d xLine,3125000,2018,49000,Diesel,Automatic,Bangalore,Blue,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
1465,BMW,X1 sDrive20d xLine,3400000,2019,11000,Diesel,Automatic,Delhi,Black,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
1541,BMW,X1 sDrive20d xLine,3025000,2019,59000,Diesel,Automatic,Mumbai,Blue,First,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
1685,BMW,X1 sDrive20d xLine,2800000,2017,29000,Diesel,Automatic,Bangalore,Brown,Second,Individual,1995,184,350 Nm @ 1750 rpm,RWD,4454,2044,1545,5,63
650,BMW,X1 sDrive20i xLine,4700000,2022,13120,Petrol,Automatic,Pune,White,First,Individual,1998,189,280 Nm @ 1350 rpm,FWD,4447,1821,1598,5,51
1274,BMW,X1 sDrive20i xLine,3990000,2021,12500,Petrol,Automatic,Delhi,White,First,Individual,1998,189,280 Nm @ 1350 rpm,FWD,4447,1821,1598,5,51
7,BMW,X1 xDrive20d M Sport,2650000,2017,75000,Diesel,Automatic,Coimbatore,White,Second,Individual,1995,188,400 Nm @ 1750 rpm,AWD,4439,1821,1612,5,51
1882,BMW,X3 20d M Sport,4195000,2017,63651,Diesel,Automatic,Bangalore,White,First,Individual,1995,190,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
56,BMW,X3 xDrive 20d Luxury Line [2018-2020],3800000,2018,9512,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995,190,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
384,BMW,X3 xDrive 20d Luxury Line [2018-2020],3800000,2018,87000,Diesel,Automatic,Raipur,Blue,First,Individual,1995,190,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
558,BMW,X3 xDrive 20d Luxury Line [2018-2020],5975000,2021,18000,Diesel,Automatic,Delhi,White,First,Individual,1995,190,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
1411,BMW,X3 xDrive 20d Luxury Line [2018-2020],6800000,2022,33000,Diesel,Automatic,Chennai,White,First,Individual,1995,190,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
2012,BMW,X3 xDrive 20d Luxury Line [2018-2020],6200000,2021,39000,Diesel,Automatic,Ahmedabad,White,First,Individual,1995,190,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
66,BMW,X3 xDrive20d,1800000,2012,74073,Diesel,Automatic,Hyderabad,Black,First,Individual,1995,184,380 Nm @ 1750 rpm,AWD,4648,1881,1661,5,67
300,BMW,X3 xDrive20d,1090000,2012,65000,Diesel,Automatic,Delhi,Silver,Second,Individual,1995,184,380 Nm @ 1750 rpm,AWD,4648,1881,1661,5,67
1195,BMW,X3 xDrive20d,1950000,2014,82000,Diesel,Automatic,Chandigarh,White,Second,Individual,1995,184,380 Nm @ 1750 rpm,AWD,4648,1881,1661,5,67
918,BMW,X3 xDrive-20d xLine,4400000,2018,70000,Diesel,Automatic,Mumbai,White,First,Individual,1995,190,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
1776,BMW,X3 xDrive-20d xLine,5300000,2019,15087,Diesel,Automatic,Mumbai,Blue,First,Corporate,1995,190,400 Nm @ 1750 rpm,AWD,4657,1881,1678,5,67
1749,BMW,X3 xDrive30i M Sport,6680000,2022,18223,Petrol,Automatic,Ahmedabad,Blue,First,Individual,1998,248,350 Nm @ 1450 rpm,AWD,4708,1891,1676,5,60
1166,BMW,X4 xDrive30d M Sport X [2019-2020],6100000,2021,24500,Diesel,Automatic,Mumbai,Red,First,Corporate,2993,260,620 Nm @ 2000 rpm,AWD,4752,1918,1621,5,68
854,BMW,X5 3.0d,1400000,2009,115000,Diesel,Automatic,Coimbatore,Green,Second,Individual,2993,218,480@1750,AWD,4854,1933,1776,5,85
237,BMW,X5 xDrive 30d,5811000,2018,24690,Diesel,Automatic,Mumbai,Blue,First,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,50
774,BMW,X5 xDrive 30d,3995000,2016,39000,Diesel,Automatic,Mumbai,White,First,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,50
872,BMW,X5 xDrive 30d,3550000,2015,59000,Diesel,Automatic,Chandigarh,Bronze,First,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,50
1403,BMW,X5 xDrive 30d,2975000,2015,87000,Diesel,Automatic,Mohali,Blue,First,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,50
1865,BMW,X5 xDrive 30d,7998999,2020,20000,Diesel,Automatic,Kolkata,Grey,First,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,50
1952,BMW,X5 xDrive 30d,4175000,2016,27011,Diesel,Automatic,Karnal,White,Second,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,50
2008,BMW,X5 xDrive 30d,4690000,2018,75000,Diesel,Automatic,Delhi,Blue,Second,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,50
1298,BMW,X5 xDrive 30d Expedition,4800000,2017,35000,Diesel,Automatic,Delhi,Black,First,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,7,50
200,BMW,X5 xDrive 30d M Sport,2975000,2015,86999,Diesel,Automatic,Mohali,Yellow,First,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,50
481,BMW,X5 xDrive 30d M Sport,4900000,2017,65341,Diesel,Automatic,Pune,White,Second,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,50
1283,BMW,X5 xDrive 30d M Sport,5900000,2017,83985,Diesel,Automatic,Pune,White,Second,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,50
1979,BMW,X5 xDrive 30d M Sport,5500000,2017,68690,Diesel,Automatic,Hyderabad,Blue,First,Corporate,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,50
2019,BMW,X5 xDrive 30d M Sport,2975000,2015,87000,Diesel,Automatic,Mohali,Grey,First,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,50
93,BMW,X5 xDrive30d Pure Experience (5 Seater),2950000,2015,84700,Diesel,Automatic,Navi Mumbai,Black,Second,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,50
258,BMW,X5 xDrive30d Pure Experience (5 Seater),2950000,2015,84700,Diesel,Automatic,Pune,Black,Second,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,50
1126,BMW,X5 xDrive30d Pure Experience (5 Seater),4175000,2016,27011,Diesel,Automatic,Chandigarh,White,Second,Individual,2993,258,560 Nm @ 1500 rpm,AWD,4886,1938,1762,5,50
342,BMW,X5 xDrive30d xLine,4250000,2017,80000,Diesel,Automatic,Thane,White,First,Individual,2993,262,620 Nm @ 1500 rpm,AWD,4922,2004,1745,5,80
742,BMW,X5 xDrive30d xLine,8600000,2020,21696,Diesel,Automatic,Mumbai,Blue,First,Individual,2993,262,620 Nm @ 1500 rpm,AWD,4922,2004,1745,5,80
1519,BMW,X5 xDrive30d xLine,8300000,2020,29000,Diesel,Automatic,Delhi,Blue,First,Individual,2993,262,620 Nm @ 1500 rpm,AWD,4922,2004,1745,5,80
1178,BMW,X6 xDrive40i M Sport,10800000,2021,20000,Petrol,Automatic,Chandigarh,Red,First,Individual,2998,335,450 Nm @ 1500 rpm,AWD,4935,2004,1696,5,83
1742,BMW,X7 xDrive40i M Sport,12500000,2021,9500,Petrol,Automatic,Chandigarh,White,First,Individual,2998,335,450 Nm @ 1500 rpm,AWD,5151,2000,1805,6,83
1596,Chevrolet,Beat LT Diesel,229999,2011,41215,Diesel,Manual,Hyderabad,Silver,First,Individual,936,58,150 Nm @ 1750 rpm,FWD,3640,1595,1520,5,35
1356,Chevrolet,Captiva LTZ AWD AT,475000,2012,74000,Diesel,Automatic,Mohali,White,First,Individual,1991,150,320@2000,,4660,1870,1755,7,65
740,Chevrolet,Cruze LTZ,320000,2011,75000,Diesel,Manual,Kanpur,Purple,Second,Individual,1991,150,327@2600,,4597,1788,1477,5,60
1518,Chevrolet,Cruze LTZ,400000,2011,80000,Diesel,Manual,Mumbai,Silver,Third,Individual,1991,150,327@2600,,4597,1788,1477,5,60
695,Chevrolet,Cruze LTZ AT,475000,2014,73265,Diesel,Automatic,Delhi,White,Second,Individual,1998,164,380 Nm @ 2000 rpm,FWD,4597,1788,1477,5,60
2042,Chevrolet,Sail Sedan 1.2 LS,299000,2014,32000,Petrol,Manual,Dehradun,Silver,First,Individual,1199,85,113 Nm @ 5000 rpm,FWD,4249,1690,1503,5,42
1895,Chevrolet,Spark LS 1.0 BS-III,190000,2013,66000,Petrol,Manual,Lucknow,White,First,Individual,995,62,90 Nm @ 4200 rpm,FWD,3495,1495,1518,5,38
506,Datsun,Go D,240000,2017,42000,Petrol,Manual,Lucknow,White,First,Individual,1198,67,104 Nm @ 4000 rpm,FWD,3785,1635,1485,5,35
1201,Datsun,Go Plus T,335000,2017,34000,Petrol,Manual,Lucknow,Brown,First,Individual,1198,67,104 Nm @ 4000 rpm,FWD,3995,1635,1490,7,35
739,Datsun,Go T (O),270000,2017,27000,Petrol,Manual,Lucknow,Silver,First,Individual,1198,67,104 Nm @ 4000 rpm,FWD,3785,1635,1485,5,35
1640,Datsun,Go T (O),345000,2019,60969,Petrol,Manual,Ranchi,Silver,First,Individual,1198,67,104 Nm @ 4000 rpm,FWD,3785,1635,1485,5,35
557,Datsun,Redigo S 1.0 AMT [2018-2019],320000,2018,42313,Petrol,Automatic,Bangalore,Grey,Second,Individual,999,67,91 Nm @ 4250 rpm,FWD,3429,1560,1541,5,28
1350,Datsun,Redigo T(O) 1.0,425000,2020,7520,Petrol,Manual,Bangalore,Red,First,Individual,999,67,91 Nm @ 4250 rpm,FWD,3429,1560,1541,5,28
2011,Datsun,Redigo T(O) 1.0,250000,2018,25000,Petrol,Manual,Kolkata,Grey,Second,Individual,999,67,91 Nm @ 4250 rpm,FWD,3429,1560,1541,5,28
920,Datsun,Redigo T(O) 1.0 [2017-2019],198000,2017,24000,Petrol,Manual,Faridabad,Red,First,Individual,999,67,91 Nm @ 4250 rpm,FWD,3429,1560,1541,5,28
483,Ferrari,488 GTB,35000000,2018,9500,Petrol,Automatic,Delhi,Black,First,Individual,3902,660,760 Nm @ 3000 rpm,RWD,4568,1952,1213,2,78
360,Fiat,Linea Emotion 1.4,235000,2011,54000,Petrol,Manual,Nashik,Black,First,Individual,1368,90,115@4500,,4560,1730,1487,5,45
946,Fiat,Punto Active 1.3,375000,2014,71000,Diesel,Manual,Hyderabad,Maroon,First,Individual,1248,75,197 Nm @ 1750 rpm,FWD,3987,1687,1495,5,45
705,Ford,Aspire Titanium 1.2 Ti-VCT,434999,2017,23000,Petrol,Manual,Delhi,White,First,Individual,1196,87,112 Nm @ 4000 rpm,FWD,3995,1695,1525,5,42
463,Ford,Aspire Titanium1.5 TDCi,450000,2016,44613,Diesel,Manual,Ranchi,Silver,First,Individual,1498,99,215 Nm @ 1750 rpm,FWD,3995,1695,1525,5,40
1867,Ford,Aspire Titanium1.5 TDCi [2018-2020],675000,2019,35000,Diesel,Manual,Bhopal,White,First,Individual,1498,99,215 Nm @ 1750 rpm,FWD,3995,1704,1525,5,40
373,Ford,Ecosport Ambiente 1.5L TDCi,445000,2014,38985,Diesel,Manual,Noida,Silver,First,Individual,1498,99,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52
592,Ford,Ecosport Ambiente 1.5L TDCi,585000,2016,62591,Diesel,Manual,Mumbai,Silver,First,Individual,1498,99,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52
1691,Ford,Ecosport Ambiente 1.5L Ti-VCT,475000,2016,69001,Petrol,Manual,Delhi,White,First,Individual,1499,110,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52
1358,Ford,Ecosport Titanium + 1.5L TDCi,675000,2017,81323,Diesel,Manual,Hyderabad,Silver,First,Individual,1498,99,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52
1537,Ford,Ecosport Titanium + 1.5L TDCi [2019-2020],850000,2019,28000,Diesel,Manual,Mumbai,White,First,Individual,1498,99,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52
1969,Ford,Ecosport Titanium 1.5 TDCi,595000,2015,43000,Diesel,Manual,Mumbai,Silver,First,Individual,1498,89,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52
2018,Ford,Ecosport Titanium 1.5 TDCi,530000,2013,75000,Diesel,Manual,Mumbai,White,First,Individual,1498,89,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52
1124,Ford,Ecosport Titanium 1.5 Ti-VCT,550000,2013,47000,Petrol,Manual,Indore,Black,First,Individual,1499,109,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52
451,Ford,Ecosport Titanium 1.5L TDCi,620000,2017,92000,Diesel,Manual,Agra,Brown,First,Individual,1498,99,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52
1347,Ford,Ecosport Titanium 1.5L TDCi,925000,2018,74797,Diesel,Manual,Udupi,White,First,Individual,1498,99,205 Nm @ 1750 rpm,FWD,3998,1765,1647,5,52
1976,Ford,Ecosport Titanium 1.5L TDCi,570000,2016,80000,Diesel,Manual,Gurgaon,Black,First,Individual,1498,99,205 Nm @ 1750 rpm,FWD,3999,1765,1708,5,52
778,Ford,Ecosport Titanium 1.5L Ti-VCT,625000,2019,48422,Petrol,Manual,Kolkata,Blue,First,Individual,1497,121,150 Nm @ 4500 rpm,FWD,3998,1765,1647,5,52
32,Ford,Ecosport Titanium+ 1.0L EcoBoost,535000,2015,28000,Petrol,Manual,Mumbai,Silver,First,Individual,999,124,170 Nm @ 1400 rpm,FWD,3999,1765,1708,5,52
183,Ford,Ecosport Titanium+ 1.5L TDCi,699000,2017,75000,Diesel,Manual,Mumbai,Grey,First,Individual,1498,99,205 Nm @ 1750 rpm,FWD,3999,1765,1708,5,52
1904,Ford,Ecosport Titanium+ 1.5L TDCi,745000,2017,82000,Diesel,Manual,Jaipur,White,First,Individual,1498,99,205 Nm @ 1750 rpm,FWD,3999,1765,1708,5,52
343,Ford,Ecosport Trend 1.5 TDCi,480000,2014,115000,Diesel,Manual,Pune,White,First,Individual,1498,89,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52
588,Ford,Ecosport Trend 1.5 TDCi,399000,2013,54000,Diesel,Manual,Mumbai,Orange,Third,Individual,1498,89,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52
1595,Ford,Ecosport Trend 1.5 TDCi,285000,2013,72000,Diesel,Manual,Faridabad,Silver,First,Individual,1498,89,204 Nm @ 2000 rpm,FWD,3999,1765,1708,5,52
540,Ford,Ecosport Trend 1.5 Ti-VCT,455000,2014,50000,Petrol,Manual,Delhi,White,Second,Individual,1499,109,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52
1226,Ford,Ecosport Trend 1.5 Ti-VCT,775000,2019,14095,Petrol,Manual,Delhi,White,First,Individual,1499,109,140 Nm @ 4400 rpm,FWD,3999,1765,1708,5,52
528,Ford,Endeavour 3.0L 4x4 AT,850000,2014,85000,Diesel,Automatic,Zirakpur,Black,First,Individual,2953,154,380 Nm @ 2500 rpm,AWD,5060,1788,1826,7,71
1235,Ford,Endeavour Sport 2.0 4x4 AT,3900000,2021,41086,Diesel,Automatic,Pune,White,Second,Individual,1996,168,420 Nm @ 2000 rpm,AWD,4903,1869,1837,7,80
1306,Ford,Endeavour Sport 2.0 4x4 AT,4100000,2021,19000,Diesel,Automatic,Hyderabad,White,First,Individual,1996,168,420 Nm @ 2000 rpm,AWD,4903,1869,1837,7,80
912,Ford,Endeavour Titanium 2.0 4x2 AT,3975000,2021,9400,Diesel,Automatic,Delhi,Black,First,Individual,1996,168,420 Nm @ 2000 rpm,RWD,4903,1869,1837,7,80
1711,Ford,Endeavour Titanium 2.0 4x2 AT,3800000,2020,20000,Diesel,Automatic,Karnal,Black,First,Individual,1996,168,420 Nm @ 2000 rpm,RWD,4903,1869,1837,7,80
504,Ford,Endeavour Titanium 3.2 4x4 AT,3450000,2019,41526,Diesel,Automatic,Coimbatore,Silver,First,Individual,3198,197,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80
1523,Ford,Endeavour Titanium 3.2 4x4 AT,3650000,2019,34000,Diesel,Automatic,Delhi,Black,First,Individual,3198,197,470 Nm @ 1750 rpm,AWD,4892,1860,1837,7,80
